review,rating,date,review_length,bank,source,neg,neu,pos,compound,sentiment
"This is not only a mobile banking app, it is beyond that. We will access our account easily, we are able to get many information easily here. i.e. exchage rate. We are able to chat with others, we are able to budget, we are able to transfer to other bank and within Dashen. we are able to access many accounts in a single app, we are able to pay bills in QR scan, we are able to make payments and order delivery items here in a single app. #Always one step ahead.",5,2025-03-31,463,Dashen Bank,Google Play Store,0.015,0.935,0.05,0.5267,positive
wallahi very fantastic Bank,5,2025-03-31,27,Dashen Bank,Google Play Store,0.0,0.435,0.565,0.5984,positive
"Waw, It's amazing app. thank you Dashen Bank.",5,2025-03-31,45,Dashen Bank,Google Play Store,0.0,0.488,0.512,0.743,positive
nice app,5,2025-03-29,8,Dashen Bank,Google Play Store,0.0,0.263,0.737,0.4215,positive
"I’ve been using the Dashen Bank Super App for a while now, and it’s been a game-changer. The app is super fast and reliable—I’ve never had an issue with transactions being delayed. One of my favorite features is the chat banking, which makes it so easy to do things like check my balance or transfer money just by typing a quick message. The budgeting tool is also really useful. It helps me keep track of my spending and gives me a clear picture of where",5,2025-03-28,455,Dashen Bank,Google Play Store,0.018,0.734,0.248,0.9744,positive
Very good app that like it too. B/c it is very fast and easy to use.,5,2025-03-26,68,Dashen Bank,Google Play Store,0.0,0.595,0.405,0.8341,positive
best experiences,5,2025-03-26,16,Dashen Bank,Google Play Store,0.0,0.192,0.808,0.6369,positive
too slow to use.,1,2025-03-26,16,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
ጥሩ ነው,5,2025-03-25,5,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
the worst app in the market only good ui,1,2025-03-22,40,Dashen Bank,Google Play Store,0.293,0.5,0.207,-0.296,negative
nic,5,2025-03-22,3,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
በጣም ቅልል ያለ አፕ በርቱልን ለአጠቃቀም ምቹ,5,2025-03-22,29,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
thanks for all digital transaction,5,2025-03-21,34,Dashen Bank,Google Play Store,0.0,0.58,0.42,0.4404,positive
Best,5,2025-03-20,4,Dashen Bank,Google Play Store,0.0,0.0,1.0,0.6369,positive
"This app is not supporting smart phones that have old android version and so it is none inclusive. At the same time the amole lite is not working properly and once you reached to maximum otp trail mistakes due to network or other errors like stacks , you will be tied up to make Transactions. Ohh... tired!!!!!",1,2025-03-20,310,Dashen Bank,Google Play Store,0.202,0.74,0.058,-0.8668,negative
it's Be Come Busy &not working good,1,2025-03-20,35,Dashen Bank,Google Play Store,0.286,0.714,0.0,-0.3412,negative
I wanted to share some concerns about your Supper App. It appears to be experiencing reliability issues and isn’t performing as expected. I hope this can be addressed soon to improve the user experience. One star 🌟 for now.,1,2025-03-19,223,Dashen Bank,Google Play Store,0.0,0.822,0.178,0.7906,positive
"best ever digital banking sector essay for understanding ,smart and convince for using",5,2025-03-19,86,Dashen Bank,Google Play Store,0.0,0.529,0.471,0.836,positive
good and latest,5,2025-03-18,15,Dashen Bank,Google Play Store,0.0,0.408,0.592,0.4404,positive
The best App of all,5,2025-03-17,19,Dashen Bank,Google Play Store,0.0,0.488,0.512,0.6369,positive
Worst app ever,1,2025-03-15,14,Dashen Bank,Google Play Store,0.672,0.328,0.0,-0.6249,negative
"This app is the most unreliable mobile banking application I have ever used for transaction, it is very late, non-responsive and full of bugs. Its is very disappointing. It is just inconvinient, and not user friendly and compatabke at all !!!!!!",1,2025-03-14,245,Dashen Bank,Google Play Store,0.157,0.843,0.0,-0.8068,negative
Naiycapp,5,2025-03-14,8,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
The app is good but it has no USSD option,4,2025-03-13,41,Dashen Bank,Google Play Store,0.22,0.627,0.153,-0.2144,negative
Hey great,5,2025-03-12,9,Dashen Bank,Google Play Store,0.0,0.196,0.804,0.6249,positive
I have used many mobile banking and also tellebir and mpesa nothing come close to this app. Well done Dashen indeed one step a head. A lot of cool features that amole hasn't the receipt and the account statement is superb for me. I hope you add more integrated small apps to.,5,2025-03-12,275,Dashen Bank,Google Play Store,0.0,0.808,0.192,0.886,positive
The app is good but it ask update every week so tiring,2,2025-03-11,54,Dashen Bank,Google Play Store,0.0,0.849,0.151,0.2382,positive
It good and easy to use,5,2025-03-11,23,Dashen Bank,Google Play Store,0.0,0.408,0.592,0.7003,positive
በጣም አሪፍ መተግበሪያ ነው ። አመሠግናለሁ ።,5,2025-03-10,29,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
"Greately improved since it was released! I really like the budget and expense tegistration feature. For ATM or POS withdrawals, it is not possible to account these expenses, even if it is visible on the transactions window. If that can be worked on, it will be improve so much!!",5,2025-03-10,278,Dashen Bank,Google Play Store,0.0,0.826,0.174,0.8648,positive
Excellent,5,2025-03-10,9,Dashen Bank,Google Play Store,0.0,0.0,1.0,0.5719,positive
Wow Excellent app,5,2025-03-08,17,Dashen Bank,Google Play Store,0.0,0.118,0.882,0.8176,positive
Nice app but i experience some issues with others banks transfer it keeps saying account is not exist most of the time.,4,2025-03-08,119,Dashen Bank,Google Play Store,0.0,0.917,0.083,0.2263,positive
Add the option to send money to any telebirr account like amole does.,3,2025-03-08,69,Dashen Bank,Google Play Store,0.0,0.828,0.172,0.3612,positive
It's best,5,2025-03-08,9,Dashen Bank,Google Play Store,0.0,0.192,0.808,0.6369,positive
no one dashen yichlal,5,2025-03-07,21,Dashen Bank,Google Play Store,0.423,0.577,0.0,-0.296,negative
In short ! I'm so proud of this app developers for their highest professional of developing. Thanks,5,2025-03-06,99,Dashen Bank,Google Play Store,0.0,0.676,0.324,0.8011,positive
The speed is too slow. Need some improvements.,2,2025-03-06,46,Dashen Bank,Google Play Store,0.0,0.753,0.247,0.3182,positive
good app,5,2025-03-04,8,Dashen Bank,Google Play Store,0.0,0.256,0.744,0.4404,positive
Fantastic app,5,2025-03-01,13,Dashen Bank,Google Play Store,0.0,0.217,0.783,0.5574,positive
I wish dark mode feature is add as an option but it's good app,5,2025-02-27,62,Dashen Bank,Google Play Store,0.0,0.678,0.322,0.6908,positive
"Super Up is the ultimate digital banking app, living up to its name with speed, efficiency, and innovation. Designed for a seamless experience, it offers lightning-fast transactions, top-tier security, and effortless financial management. With Super Up, banking has never been this smooth, smart, and super!",5,2025-02-26,307,Dashen Bank,Google Play Store,0.0,0.631,0.369,0.969,positive
"The Dashen Super App is a game-changer in digital banking, offering a seamless and convenient experience. With its user-friendly interface, fast transactions, and a wide range of financial services, it simplifies banking for customers. Features like bill payments, fund transfers, mobile top-ups, and loan applications make it an all-in-one solution. Plus, its security measures ensure safe and reliable Experiance effortless banking",5,2025-02-26,433,Dashen Bank,Google Play Store,0.0,0.768,0.232,0.9393,positive
ከጰነጨየጠ,2,2025-02-26,6,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
"It has good feature. But, it is Very Slow! difficult to pay or receive. The Speed should be improved, else I didn't recommend.",2,2025-02-24,126,Dashen Bank,Google Play Store,0.254,0.557,0.189,-0.2788,negative
Excellent app,5,2025-02-24,13,Dashen Bank,Google Play Store,0.0,0.213,0.787,0.5719,positive
አፕልኬሽኑ አሪፍ ሆኖ ሳለ ቴሌብር ወደራስ ብቻ ለምን ሆነ እንደ ድሮው ለሰውም መላክ ቢቻል,4,2025-02-22,57,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
No good,1,2025-02-22,7,Dashen Bank,Google Play Store,0.706,0.294,0.0,-0.3412,negative
Wow amazing app,5,2025-02-21,15,Dashen Bank,Google Play Store,0.0,0.116,0.884,0.8225,positive
best platform... Please avoid otp,5,2025-02-21,33,Dashen Bank,Google Play Store,0.206,0.187,0.607,0.6486,positive
Super smart app.,5,2025-02-18,16,Dashen Bank,Google Play Store,0.0,0.132,0.868,0.765,positive
best 👍👍,5,2025-02-16,7,Dashen Bank,Google Play Store,0.0,0.488,0.512,0.6369,positive
I don't know what happens but the application is not send verification pass code you should fix that,1,2025-02-16,100,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
This app doesn't work on my phone my phone is Samsung Galaxy s7 android version 9 All other financial apps work like telebirr CBE M_pesa...,1,2025-02-14,139,Dashen Bank,Google Play Store,0.0,0.906,0.094,0.3612,positive
"Dashen Super app is secure, very easy to use and has more services uniquely like budgeting, chat, IPS...",5,2025-02-14,104,Dashen Bank,Google Play Store,0.0,0.533,0.467,0.9053,positive
Amazing and user friendly supper app and looking forward the additional features,5,2025-02-14,80,Dashen Bank,Google Play Store,0.0,0.588,0.412,0.7906,positive
it's amazing app i have seen ever,5,2025-02-13,33,Dashen Bank,Google Play Store,0.0,0.612,0.388,0.5859,positive
One star deducted for not to able to transfer to telebirr.,4,2025-02-13,58,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
ጥሩ ነው ግን በደንብ ሊሸሻል ይገባል,4,2025-02-13,23,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
ፍጥነቱ በጣም አሪፍ ነው! እና ቀለል ያለ ነው ! ነገር ግን ተጨማሪ ወደ ቴሌብር ኤጀንት መላኪያ አፕ ቢካተትበት ጥሩ ነው::,4,2025-02-12,79,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
Keep up the good work and pleas add water and electric utility payment,5,2025-02-12,70,Dashen Bank,Google Play Store,0.0,0.805,0.195,0.4404,positive
The app missed some important features 1. It does't show recent transactions 2. Transfer to Telebirr limited to own telebirr 3. The statement does't show running balance,2,2025-02-11,169,Dashen Bank,Google Play Store,0.137,0.803,0.06,-0.3182,negative
"Simple, Fast and Easy ⭐⭐⭐🎉",4,2025-02-10,26,Dashen Bank,Google Play Store,0.0,0.556,0.444,0.6808,positive
"የሚገርም aplication ነው, ነገር ግን ብር ትራንስፈር ሲደረግ ያለ ፒን መሆኑ risk አለው ሁሉ ጊዜ የ ትራንስፈር መደምደሚያ ፒን መሆን አለበት!!!!!!!!!!!!:: አሱ ቢስተካከል 5 star አስከዛው ግን 4 ሰጥቻለው::",4,2025-02-09,145,Dashen Bank,Google Play Store,0.105,0.895,0.0,-0.5053,negative
Baankii daashin baankii hudna galeessa galatoomaa isinii woliin jirra Godina jimmaa magaalaa Aggaaroo irraa Muaz Abamecha Abamilki,5,2025-02-07,130,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
It doesn't work,1,2025-02-07,15,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
"#Dashen Super App; Super easy to use, secure, and fast transaction. Love it!",5,2025-02-07,76,Dashen Bank,Google Play Store,0.0,0.313,0.687,0.9558,positive
"I tried the new Dash Bank Super App today, and it's amazingly easy and fun.I recommend you download and use it. You really like it",5,2025-02-06,130,Dashen Bank,Google Play Store,0.0,0.629,0.371,0.9079,positive
Gud app kegza ga mezmn endze new aind ermjh kedme nachu hlam,5,2025-02-06,60,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
"Good app, bad security",3,2025-02-06,22,Dashen Bank,Google Play Store,0.357,0.102,0.541,0.2023,positive
On Transaction page only show sent Transaction. Try to include received transaction.,4,2025-02-06,84,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
Wonderful Application 😍,5,2025-02-05,23,Dashen Bank,Google Play Store,0.0,0.374,0.626,0.7717,positive
I loved it,5,2025-02-05,10,Dashen Bank,Google Play Store,0.0,0.339,0.661,0.5994,positive
አሁን ገና አንድ እርምጃ ቀደማችው,5,2025-02-04,21,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
I am so thankful for having this best app Dashen one step ahead,5,2025-02-04,63,Dashen Bank,Google Play Store,0.0,0.53,0.47,0.8943,positive
Not good this app,1,2025-02-04,17,Dashen Bank,Google Play Store,0.445,0.555,0.0,-0.3412,negative
Best app,5,2025-02-04,8,Dashen Bank,Google Play Store,0.0,0.192,0.808,0.6369,positive
Excellent app ever but it needs improvement on speed and transaction lists,1,2025-02-03,74,Dashen Bank,Google Play Store,0.0,0.612,0.388,0.7469,positive
Perfect,5,2025-02-02,7,Dashen Bank,Google Play Store,0.0,0.0,1.0,0.5719,positive
"It does not work functional ,",1,2025-02-02,29,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
all of dashen bank customers use the application it is good to use,5,2025-02-01,66,Dashen Bank,Google Play Store,0.0,0.805,0.195,0.4404,positive
Gret experience,5,2025-02-01,15,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
All good we need more,3,2025-01-31,21,Dashen Bank,Google Play Store,0.0,0.58,0.42,0.4404,positive
"Dashen super app is easy to use, fast and robust",5,2025-01-31,48,Dashen Bank,Google Play Store,0.0,0.432,0.568,0.8481,positive
it was amazing app.....thank you dashen bank....,5,2025-01-30,48,Dashen Bank,Google Play Store,0.0,0.612,0.388,0.5859,positive
Dashen bank super app for easy life.,5,2025-01-30,36,Dashen Bank,Google Play Store,0.0,0.424,0.576,0.7783,positive
Excellent UI/UX and beyond Banking services👍👍,5,2025-01-30,45,Dashen Bank,Google Play Store,0.0,0.709,0.291,0.5719,positive
Send to oher bank የሚለዉ ዉስጥ ገብተን ወደ addisinternational bank ለመላክ አይሰራም ሁለተኛ ደግሞ ወደ cbe birr ለመላክ account number ይጠይቃል ሞባይል ነበር ነዉ መጠየቅ ያለበት ይመስለኛል,2,2025-01-29,145,Dashen Bank,Google Play Store,0.0,0.952,0.048,0.0772,positive
Just Wow,5,2025-01-29,8,Dashen Bank,Google Play Store,0.0,0.208,0.792,0.5859,positive
mobile banking to the next level,5,2025-01-28,32,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
The first 3 star review is me,3,2025-01-25,29,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
Is not working,1,2025-01-25,14,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
"Fast, reliable and user friendly. Amazing chatting features. Keep it up! Always one step ahead!",5,2025-01-24,95,Dashen Bank,Google Play Store,0.0,0.632,0.368,0.8217,positive
V good ❗️,5,2025-01-24,9,Dashen Bank,Google Play Store,0.0,0.508,0.492,0.4404,positive
"This app is literally the best thing ever The chat banking is so easy just text and it’s done Super smooth, fast, and honestly a life saverIf you haven’t downloaded it yet you’re missing out big time",5,2025-01-23,199,Dashen Bank,Google Play Store,0.045,0.653,0.303,0.9279,positive
I only see white page,2,2025-01-23,21,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
Excellent banking app for all your needs! Who needs a physical branch when you can use Dashen Bank Super App Instead! I've never had an issue with anything that Dashen Bank Super App haven't handled swiftly and resolved to my satisfaction and above I don't often write reviews but this is an app/bank that I would highly recommended to everyone 💯 👌👍,5,2025-01-22,349,Dashen Bank,Google Play Store,0.018,0.709,0.273,0.9614,positive
Amizing Application 😍,5,2025-01-22,21,Dashen Bank,Google Play Store,0.0,0.625,0.375,0.4588,positive
Fastest and easy to use,5,2025-01-22,23,Dashen Bank,Google Play Store,0.0,0.58,0.42,0.4404,positive
ስም ብቻ 😏,2,2025-01-21,7,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
Exellent app with exellent banking system and exellent bank ever,5,2025-01-21,64,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
Amazing app to use as usual! But why option of transferring to Telebirr and M pesa which was available on Amole app is omitted?? Dasheen is my favourite keep it up.,4,2025-01-20,164,Dashen Bank,Google Play Store,0.0,0.908,0.092,0.4682,positive
Needs some improvement,5,2025-01-20,22,Dashen Bank,Google Play Store,0.0,0.4,0.6,0.4588,positive
Amazing,5,2025-01-20,7,Dashen Bank,Google Play Store,0.0,0.0,1.0,0.5859,positive
Amazing super app,5,2025-01-19,17,Dashen Bank,Google Play Store,0.0,0.115,0.885,0.8271,positive
I hope it will be better than amole,5,2025-01-18,35,Dashen Bank,Google Play Store,0.0,0.508,0.492,0.7003,positive
Wly Super App ilove it ❤️ 😍 💖 💕,5,2025-01-18,31,Dashen Bank,Google Play Store,0.0,0.362,0.638,0.9559,positive
Dashen yichalal. Ewnetem one step a head,5,2025-01-17,40,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
It has a Good performance but need more upgrade for more performance like when we login account not be fast balance show other thing looking good. Carry on. Thanks so much for Greatest service,4,2025-01-17,192,Dashen Bank,Google Play Store,0.0,0.598,0.402,0.9662,positive
"It is a very wonderful work that has saved its time. That is why it is ""Always one step ahead!""",5,2025-01-17,95,Dashen Bank,Google Play Store,0.0,0.718,0.282,0.7955,positive
“Life-changing!” I can’t imagine going back to traditional banking after using this app. It’s so convenient.,5,2025-01-17,108,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
Pro max,5,2025-01-17,7,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
The most good app and easy,5,2025-01-16,26,Dashen Bank,Google Play Store,0.0,0.396,0.604,0.7264,positive
"Excellent and user friendly App. Excellence is what makes you always one step ahead. Dashen Bank, Always One Step Ahead !!",5,2025-01-16,122,Dashen Bank,Google Play Store,0.0,0.608,0.392,0.9115,positive
Proud to be dashen family . Shout out to the serial entrepreneur 👏,5,2025-01-16,66,Dashen Bank,Google Play Store,0.0,0.807,0.193,0.4767,positive
First ATM in East africa ⭐️⭐️⭐️⭐️⭐️,5,2025-01-16,35,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
Best app.,5,2025-01-16,9,Dashen Bank,Google Play Store,0.0,0.192,0.808,0.6369,positive
Better Move to catch the competition up👍,5,2025-01-16,40,Dashen Bank,Google Play Store,0.0,0.734,0.266,0.4404,positive
"Great job my home, my bank.",5,2025-01-16,27,Dashen Bank,Google Play Store,0.0,0.549,0.451,0.6249,positive
Always one step ahead! What a masterpiece.,5,2025-01-16,42,Dashen Bank,Google Play Store,0.0,0.577,0.423,0.6588,positive
Great App Well done Dashen Bank,5,2025-01-15,31,Dashen Bank,Google Play Store,0.0,0.392,0.608,0.7351,positive
Great!,5,2025-01-15,6,Dashen Bank,Google Play Store,0.0,0.0,1.0,0.6588,positive
"I love it but it has bugs during confirmation of password! So, please make it functional",5,2025-01-15,88,Dashen Bank,Google Play Store,0.0,0.706,0.294,0.7043,positive
Always one step forward,5,2025-01-15,23,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
"It's great! But it will be advanced if you include a caption that allow customers to transfer to Telebirr account. Dashen Bank, ""ኩሉ ግዜ፡ ሓደ ስጕሚ ቀዳሚ።"" (Always one step ahead!)",4,2025-01-15,173,Dashen Bank,Google Play Store,0.0,0.778,0.222,0.7896,positive
Small size with vast features and functionalities.,5,2025-01-15,50,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
Amazing app 👏 👌 Dashen bank one step a head,5,2025-01-15,43,Dashen Bank,Google Play Store,0.0,0.475,0.525,0.873,positive
"It has a great application features from the beginning. I'm glad to use it even I haven't used it yet because I haven't activated my account yet. But it's simple, comprehensive, full of information, and fast. በርቱ ዳሸኖች: The super app has impressed me more than I expected.",5,2025-01-15,271,Dashen Bank,Google Play Store,0.0,0.734,0.266,0.9387,positive
Dashen Bank Always One Step Ahead!,5,2025-01-15,34,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
U can't create account,1,2025-01-15,22,Dashen Bank,Google Play Store,0.377,0.623,0.0,-0.2057,negative
Really super app... so seamless and with a nice user interface .. we are proud of you dashen bank ...,5,2025-01-15,101,Dashen Bank,Google Play Store,0.0,0.627,0.373,0.8777,positive
We will see it,2,2025-01-15,14,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
Always one step a head!,5,2025-01-15,23,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
"A lightweight,catchy and smooth app",5,2025-01-15,35,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
Very impressive interface with best security feature and user friendly app.,5,2025-01-15,75,Dashen Bank,Google Play Store,0.0,0.343,0.657,0.9245,positive
It is so far so good it has a unique features than telebirr good job Dashen,5,2025-01-15,75,Dashen Bank,Google Play Store,0.0,0.668,0.332,0.7888,positive
"Yea , it's a good idea to make it with the bank name, it will help for the bank easily to find the application, and customers can easily downloed and use the product. I wish all the best for Dashen bank initiative.",5,2025-01-15,214,Dashen Bank,Google Play Store,0.0,0.675,0.325,0.946,positive
This is My Bank!,5,2025-01-15,16,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
"Truly, db => AlwaysOneStepAhead !!",5,2025-01-14,34,Dashen Bank,Google Play Store,0.0,0.534,0.466,0.5399,positive
ALWAYS ONE STEP AHEAD,5,2025-01-14,21,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
Well developed,5,2025-01-14,14,Dashen Bank,Google Play Store,0.0,0.323,0.677,0.2732,positive
oh nice!!! i wish it's very nice app,5,2025-01-14,36,Dashen Bank,Google Play Store,0.0,0.346,0.654,0.858,positive
Really the app looks like amazing. I can't wait to activate in the morning.,5,2025-01-14,75,Dashen Bank,Google Play Store,0.0,0.656,0.344,0.743,positive
Applause 👏 Dashen Bank. One of the best super app inorder to pay easily and securely. One step a head.,5,2025-01-14,102,Dashen Bank,Google Play Store,0.044,0.467,0.489,0.936,positive
Wow Dashen Super App 🚀🚀,5,2025-01-14,23,Dashen Bank,Google Play Store,0.0,0.342,0.658,0.8271,positive
All in One,5,2025-01-14,10,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
The best Banking app I have ever seen,5,2025-01-14,37,Dashen Bank,Google Play Store,0.0,0.625,0.375,0.6369,positive
It looks good and simple to use,5,2025-01-14,31,Dashen Bank,Google Play Store,0.0,0.674,0.326,0.4404,positive
App That makes Difference!,5,2025-01-14,26,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
Faster and userfriendly,5,2025-01-14,23,Dashen Bank,Google Play Store,0.0,1.0,0.0,0.0,neutral
